Name,Rating,Rating Count,Price Category,Address,ZipCode
Bayonne BBQ & Wings,4.1,57,2,"523 John F. Kennedy Blvd, Bayonne, NJ 07002",7002
Luciano's San Vito Restaurant,4.5,537,2,"406 Broadway, Bayonne, NJ 07002",7002
QDOBA Mexican Eats,4,534,1,"905 Bayonne Crossing Way, Bayonne, NJ 07002",7002
The Little Food Cafe,4.4,654,1,"330 John F. Kennedy Blvd, Bayonne, NJ 07002",7002
Lighthouse Family Restaurant and Diner,4.4,1158,2,"669 Broadway, Bayonne, NJ 07002",7002
Taco Bell,3.4,677,1,"21-33 E 53rd St, Bayonne, NJ 07002",7002
Five Guys,4.3,631,2,"301 Bayonne Crossing Way, Bayonne, NJ 07002",7002
"Chris' Pizza & Family Restaurant (Rutherford, NJ)",4.2,213,2,"200 Park Ave, Rutherford, NJ 07070",7070
Golden House Restaurant,4.3,105,,"334 Union Ave A, Rutherford, NJ 07070",7070
Finch's Restaurant + Lounge,4.3,71,,"801 Rutherford Ave, Rutherford, NJ 07070",7070
Gelone,4.6,593,2,"650 Ridge Rd, Lyndhurst, NJ 07071",7071
Teros Restaurant,4.3,338,2,"224 Ridge Rd, Lyndhurst, NJ 07071",7071
The Original Mr. Bruno's Pizzeria & Restaurant,4.1,657,2,"439 Valley Brook Ave, Lyndhurst, NJ 07071",7071
AJ Shanghai Restaurant,4.3,194,1,"775 Riverside Ave, Lyndhurst, NJ 07071",7071
Hunkar Restaurant,4.7,685,2,"319 Hackensack St, Carlstadt, NJ 07072",7072
Elia Mediterranean Restaurant,4.3,1587,3,"240 Hackensack St, East Rutherford, NJ 07073",7073
Ho Ho Restaurant,4.6,242,2,"235 Paterson Ave, East Rutherford, NJ 07073",7073
Dominick's Restaurant & Bar - Al Di La Caterers,4.3,506,2,"1 Hoboken Rd, East Rutherford, NJ 07073",7073
Chef Chan Restaurant,4.4,206,1,"238 Paterson Ave, East Rutherford, NJ 07073",7073
Segovia Restaurant,4.5,2173,2,"150 Moonachie Rd, Moonachie, NJ 07074",7074
Hi-So Thai,4,299,2,"1903 Willow Ave A, Weehawken, NJ 07086",7086
Ñaños593 Restaurant & Grill,4.1,224,2,"4114 Park Ave, Weehawken, NJ 07086",7086
Bravo Restaurant,4.4,61,2,"1000 Bergenline Ave, Union City, NJ 07087",7087
La Casona SalvyCub Restaurant,4.6,174,,"414 38th St, Union City, NJ 07087",7087
Sabores Latinos Restaurant,4.3,18,,"2201 Summit Ave, Union City, NJ 07087",7087
Five Stars Thai Restaurant,4.3,475,2,"324 29th St, Union City, NJ 07087",7087
Garcia's Restaurant,4.3,1490,2,"800 John F. Kennedy Blvd West, Union City, NJ 07087",7087
D'Patrones Deli,4.4,30,2,"1117 Summit Ave, Union City, NJ 07087",7087
Peru Pa' Ti,4.3,246,2,"1904 Bergenline Ave, Union City, NJ 07087",7087
El Mariachi Loco Restaurant,4.3,12,,"2506 Bergenline Ave, Union City, NJ 07087",7087
Patio Restaurant,4.8,26,,"103 34th St, Union City, NJ 07087",7087
El Delicioso Mexican Restaurant,4.7,36,1,"200 New York Ave, Union City, NJ 07087",7087
Las Mexicanitas de la 37,4.5,207,2,"3700 Bergenline Ave, Union City, NJ 07087",7087
DELICIAS RESTAURANT & Pizzas,4.3,37,1,"1119 Summit Ave, Union City, NJ 07087",7087
Francesca Chinese Restaurant,4.1,111,,"2411 Bergenline Ave, Union City, NJ 07087",7087
Aldys Restaurant,4.8,85,,"804 8th St, Union City, NJ 07087",7087
Mi Bella Colombia,4.2,265,1,"4512 Bergenline Ave, Union City, NJ 07087",7087
El Jocoreño Deli Restaurant,4.4,225,1,"6024 Hudson Ave, West New York, NJ 07093",7093
Extra Super Restaurant,4.2,211,2,"5525 Palisade Ave, West New York, NJ 07093",7093
Lotus Thai Cuisine,4.2,423,2,"7007 Park Ave, Guttenberg, NJ 07093",7093
Pio Pio 58 - Pio Pio Café & Restaurant 5800 Hudson,4.3,332,2,"5800 Hudson Ave, West New York, NJ 07093",7093
Sabor Y Punto Colombian Restaurant,4.8,399,2,"6617 Bergenline Ave, West New York, NJ 07093",7093
GP's Restaurant,4.7,298,2,"24 69th St, Guttenberg, NJ 07093",7093
Son Cubano Restaurant on the Hudson,4.3,4931,3,"40-4 Riverwalk Pl, West New York, NJ 07093",7093
Charlie's Restaurant,4.4,301,1,"5904 Bergenline Ave, West New York, NJ 07093",7093
Cabo Restaurant,4.1,271,2,"7004 Broadway, Guttenberg, NJ 07093",7093
Delicias Restaurant,4.5,128,2,"5114 Hudson Ave, West New York, NJ 07093",7093
Me Sabe a Peru Restaurant,3.6,10,,"440 58th St, West New York, NJ 07093",7093
La Mexicanita,3.8,146,2,"5002 Bergenline Ave, West New York, NJ 07093",7093
Avila’s Taqueria & Restaurant,4.5,91,,"6611 Park Ave, West New York, NJ 07093",7093
Mi Guatemala Restaurant,4.7,27,,"5018 Bergenline Ave, West New York, NJ 07093",7093
Pio Pio Cafe & Restaurant 63,4.1,409,1,"6300 Hudson Ave, West New York, NJ 07093",7093
Cavalino's,4.7,228,2,"6800 Park Ave, Guttenberg, NJ 07093",7093
San Francisco Cafe & Restaurant,4.2,86,,"6040 Harrison Pl, West New York, NJ 07093",7093
La Ilusion Cuban Restaurant,4.5,56,,"540 54th St, West New York, NJ 07093",7093
Bareli's Restaurant and Bar,4.6,561,3,"219 NJ-3, Secaucus, NJ 07094",7094
Chicos Pizza and Restaurant,4.7,18,1,"161 Front St, Secaucus, NJ 07094",7094
The Franklin Bar & Restaurant,4.6,162,2,"780 5th St, Secaucus, NJ 07094",7094
Olive Garden Italian Restaurant,4.3,5887,2,"500 NJ-3, Secaucus, NJ 07094",7094
Lahore Restaurant and Catering,4.5,1616,2,"1277 Paterson Plank Rd, Secaucus, NJ 07094",7094
Chili's Grill & Bar,3.9,1952,2,"700 Plaza Dr, Secaucus, NJ 07094",7094
La Reggia,4.5,363,2,"40 Wood Ave, Secaucus, NJ 07094",7094
Konoz Restaurant,4.8,224,2,"16 Clinton St, Newark, NJ 07102",7102
Pages Restaurant On the Mall,4.3,179,1,"150 Halsey St, Newark, NJ 07102",7102
Chateau of Spain,4.4,1959,2,"11 Franklin St, Newark, NJ 07102",7102
Central Restaurant,4.2,628,1,"30 Central Ave #4, Newark, NJ 07102",7102
ilili Restaurant,4.5,3411,3,"236 5th Ave, New York, NY 10001",10001
Porchlight,4.4,922,3,"271 11th Ave, New York, NY 10001",10001
Koloman,4.4,267,1,"16 W 29th St, New York, NY 10001",10001
Cedric's at The Shed,4.6,100,,"545 W 30th St, New York, NY 10001",10001
Clinton St. Baking Company,4.4,5033,2,"4 Clinton St, New York, NY 10002",10002
Phở Grand,4.1,847,1,"277C Grand St, New York, NY 10002",10002
Seng Seafood Restaurant,4.2,116,,"39 E Broadway 2nd FL, New York, NY 10002",10002
Sauce Restaurant,4.3,1064,2,"78 Rivington St, New York, NY 10002",10002
Ukrainian East Village Restaurant,4.4,694,2,"140 2nd Ave, New York, NY 10003",10003
Gotham Restaurant,4.5,1334,4,"12 E 12th St, New York, NY 10003",10003
Chito Gvrito,4.7,469,2,"173 3rd Ave, New York, NY 10003",10003
Panna II Garden Indian Restaurant,3.5,936,1,"93 1st Ave. #2, New York, NY 10003",10003
Veselka,4.6,6706,2,"144 2nd Ave, New York, NY 10003",10003
Awash Ethiopian Restaurant,4.3,393,2,"338 E 6th St, New York, NY 10003",10003
CafeDelia,4.9,434,3,"59 E 8th St, New York, NY 10003",10003
Little Poland,4.5,893,1,"200 2nd Ave, New York, NY 10003",10003
SAINT RESTAURANT BAR & SPEAKEASY,4.5,647,3,"136 2nd Ave, New York, NY 10003",10003
Frank,4.4,880,2,"88 2nd Ave, New York, NY 10003",10003
Eleni’s,4.5,391,4,"226 3rd Ave, New York, NY 10003",10003
Terrace Fish & Chips,4,196,2,"77 Pearl St, New York, NY 10004",10004
Subway,3.8,321,1,"11 Broadway Unit #155, New York, NY 10004",10004
Joseph's Restaurant,4.5,287,3,"3 Hanover Square, New York, NY 10004",10004
Tacombi,4.4,802,2,"74 Broad St, New York, NY 10004",10004
DIG,4.3,547,1,"80 Pine St, New York, NY 10005",10005
Crown Shy,4.5,1183,3,"70 Pine Street Ground Floor, New York, NY 10005",10005
Wall Street Grill,4.6,1028,3,"128 Pearl St, New York, NY 10005",10005
Manhatta,4.6,1871,,"28 Liberty St 60th floor, New York, NY 10005",10005
FARIDA - Central Asian Cuisine & Grill,4.6,645,2,"32 Cedar St, New York, NY 10005",10005
O'Hara's Restaurant and Pub,4.6,4660,2,"120 Cedar St, New York, NY 10006",10006
Schilling Restaurant & Bar,4.4,498,3,"109 Washington St, New York, NY 10006",10006
George's,4.3,2889,2,"89 Greenwich St, New York, NY 10006",10006
ZAZA,4.5,946,2,"104 Greenwich St, New York, NY 10006",10006
Blarney Stone,4,306,2,"11 Trinity Pl, New York, NY 10006",10006
Trinity Place,4.4,1314,2,"115 Broadway, New York, NY 10006",10006
Serafina Italian Restaurant Tribeca,4.3,1057,2,"95 W Broadway, New York, NY 10007",10007
Benares,4.2,1841,2,"45 Murray St, New York, NY 10007",10007
BLACKBARN Restaurant,4.4,1101,3,"19 E 26th St, New York, NY 10010",10010
Bazár Tapas Bar & Restaurant,4.3,818,2,"31 W 26th St, New York, NY 10010",10010
Lasagna Restaurant,4.2,795,2,"196 8th Ave Corner, W 20th St of, New York, NY 10011",10011
Pastai Restaurant,4.2,425,2,"186 9th Ave, New York, NY 10011",10011
Salinas Restaurant,4.6,1132,3,"136 9th Ave, New York, NY 10011",10011
Chama Mama Chelsea,4.6,1810,2,"149 W 14th St, New York, NY 10011",10011
Golden Krust Caribbean Restaurant,3.6,253,1,"47 W 14th St, New York, NY 10011",10011
Chelsea Ristorante Italiano,4.2,518,2,"108 8th Ave, New York, NY 10011",10011
Som Bo,4.4,458,1,"143 8th Ave, New York, NY 10011",10011
Chelsea Square Restaurant,4.2,1239,2,"368 W 23rd St, New York, NY 10011",10011
Family Meal at Blue Hill,4.6,1143,4,"75 Washington Pl, New York, NY 10011",10011
Old Tbilisi Garden,4.4,944,2,"174 Bleecker St, New York, NY 10012",10012
Three of Cups Restaurant,4.4,195,2,"150 Sullivan St, New York, NY 10012",10012
Thalassa Restaurant,4.5,428,3,"179 Franklin St, New York, NY 10013",10013
Max Restaurant,4.3,267,2,"134 W Broadway, New York, NY 10013",10013
Hop Kee Restaurant,4.2,1200,2,"21 Mott St, New York, NY 10013",10013
House of Joy,4.3,766,2,"28 Pell St, New York, NY 10013",10013
Wo Hop,4.4,3447,2,"17 Mott St, New York, NY 10013",10013
Bo Ky,4,1210,1,"80 Bayard St, New York, NY 10013",10013
La Bella Vita restaurant,4.6,2118,2,"163 Mulberry St, New York, NY 10013",10013
Marc Forgione,4.6,620,3,"134 Reade St, New York, NY 10013",10013
NEW YUEWONG RESTAURANT 裕旺大饭店,4.1,411,2,"60 Bayard St, New York, NY 10013",10013
Supreme Restaurant,4.2,1825,1,"100 Mott St, New York, NY 10013",10013
Buddha-Bar Restaurant New York,3.9,591,,"62 Thomas St, New York, NY 10013",10013
Mishka Soho Restaurant,4.1,216,2,"519 Broome St, New York, NY 10013",10013
IL Cortile,4.3,1999,2,"125 Mulberry St #4603, New York, NY 10013",10013
The Original Buddha Bodai Kosher Vegetarian Restaurant 🥬 佛菩提,4.4,1903,1,"5 Mott St, New York, NY 10013",10013
218,4.2,163,1,"218 Grand St, New York, NY 10013",10013
Antique Garage Soho,4.3,913,2,"41 Mercer St, New York, NY 10013",10013
Le Coucou,4.5,1576,4,"138 Lafayette St, New York, NY 10013",10013
Duet Restaurant,4.2,45,2,"37 Barrow St, New York, NY 10014",10014
Dos Caminos,4,2298,2,"675 Hudson St, New York, NY 10014",10014
I Sodi,4.3,678,3,"314 Bleecker St, New York, NY 10014",10014
San Marino Soho Italian restaurant.,4.4,183,2,"64 Charlton St, New York, NY 10014",10014
Daily Provisions - West Village,4.6,184,2,"29 Bedford St, New York, NY 10014",10014
Trattoria Pesce Pasta,4.6,470,2,"262 Bleecker St, New York, NY 10014",10014
Rossini's,4.5,567,3,"108 E 38th St, New York, NY 10016",10016
Tosokchon Restaurant NYC,4.1,119,2,"14 E 33rd St 1FL A, New York, NY 10016",10016
Serafina Italian Restaurant 38th Madison,4,166,2,"241 Madison Ave, New York, NY 10016",10016
Marta,4.5,1892,2,"29 E 29th St, New York, NY 10016",10016
Aragvi,4.8,492,2,"230 E 44th St, New York, NY 10017",10017
Guantanamera,4.4,2690,2,"939 8th Ave, New York, NY 10019",10019
Astro,4.1,1252,2,"1361 6th Ave, New York, NY 10019",10019
Desi Deli indian kitchen,3.6,720,1,"724 10th Ave, New York, NY 10019",10019
The Bar Room at The Modern,4.5,169,,"9 W 53rd St, New York, NY 10019",10019
The Modern,4.6,2124,4,"9 W 53rd St, New York, NY 10019",10019
Oceana,4.5,1232,4,"120 W 49th St, New York, NY 10020",10020
Villard,4,93,4,"455 Madison Avenue at, E 50th St, New York, NY 10022",10022
The Smith,4.4,5025,2,"956 2nd Ave, New York, NY 10022",10022
Daily Provisions - Upper West Side,4.4,488,2,"375 Amsterdam Ave, New York, NY 10024",10024
Tropilyz 116th,4.1,449,1,"164 W 116th St, New York, NY 10026",10026
El Tina Harlem Restaurant,4.5,973,1,"511 W 125th St, New York, NY 10027",10027
Golden Krust Caribbean Restaurant,3.6,168,1,"70 W 125th St, New York, NY 10027",10027
Gracie Mews Diner,4.3,860,2,"1550 1st Ave., New York, NY 10028",10028
Amanecer Restaurant And Lounge,4.2,94,2,"3666 Broadway, New York, NY 10031",10031
El Nuevo Jaya Restaurant,4.3,188,1,"79 Audubon Ave, New York, NY 10032",10032
La Barca Restaurant,4.1,580,1,"3892 Broadway, New York, NY 10032",10032
Tu Sabor Latino Restaurant,3,7,,"3881 Broadway, New York, NY 10032",10032
Cocina Latina Restaurant,4.1,166,1,"4986 Broadway, New York, NY 10034",10034
Andy's Restaurant,4,127,,"2262 3rd Ave, Bronx, NY 10035",10035
Sandy Restaurant,4.4,1037,1,"2261 2nd Ave, New York, NY 10035",10035
Connolly's,4.4,4107,2,"121 W 45th St, New York, NY 10036",10036
Margon,4.6,1121,1,"136 W 46th St, New York, NY 10036",10036
Restaurant Pearl,4.3,13,2,"33 Peck Slip, New York, NY 10038",10038
taïm mediterranean kitchen,4.3,313,1,"75 Maiden Ln, New York, NY 10038",10038
Cowgirl SeaHorse,4.3,1251,2,"259 Front St, New York, NY 10038",10038
GOLDEN WUISH (THE DUCKHOUSE),4.4,243,2,"6 Platt St, New York, NY 10038",10038
The Mark Restaurant by Jean-Georges,3.4,251,,"25 E 77th St, New York, NY 10075",10075
"Lorenzo’s Restaurant, Bar & Cabaret",4.3,493,2,"1100 South Ave, Staten Island, NY 10314",10314
Dairy Palace,4.5,351,2,"2216 Victory Blvd, Staten Island, NY 10314",10314
San Jose Restaurant,4.4,607,1,"109 E 153rd St, Bronx, NY 10451",10451
Mama Tala Restaurant,3.9,88,2,"582 Morris Ave, Bronx, NY 10451",10451
Paradise,4.2,188,2,"1021 Ogden Ave, Bronx, NY 10452",10452
Los Amigos Restaurant,4.4,198,1,"674 E 180th St, Bronx, NY 10457",10457
Sazón y Sabores Restaurant,4.4,36,2,"485 E 180th St, Bronx, NY 10457",10457
Nuevo Three Way Restaurant,4,774,1,"384 E 188th St, Bronx, NY 10458",10458
Golden Eagle Restaurant,4.1,393,1,"975 Morris Park Ave, Bronx, NY 10462",10462
Restaurant Relax,4.8,166,1,"68A Newel St, Brooklyn, NY 11222",11222
Five Leaves,4.3,2207,2,"18 Bedford Ave, Brooklyn, NY 11222",11222
Restaurant Yuu,4.4,79,,"55 Nassau Ave, Brooklyn, NY 11222",11222
Boon Thai,4,127,2,"681 Manhattan Ave, Brooklyn, NY 11222",11222
არგო,4.6,412,2,"1985 Coney Island Ave, Brooklyn, NY 11223",11223
Halal Restaurant,4.1,47,,"1953-1955 Coney Island Ave floor #1, Brooklyn, NY 11223",11223
Golden Krust Caribbean Restaurant,3.7,82,1,"1014a Nostrand Ave, Brooklyn, NY 11225",11225
Golden Krust Caribbean Restaurant,4.1,217,1,"568 Flatbush Ave, Brooklyn, NY 11225",11225
Honey Badger | Fine Dining Restaurant,4.5,168,,"67 Fenimore St, Brooklyn, NY 11225",11225
Golden Krust Caribbean Restaurant,3.5,102,1,"823 Franklin Ave, Brooklyn, NY 11225",11225
Gino's,3.9,236,1,"548 Flatbush Ave, Brooklyn, NY 11225",11225
YKA Vibes Restaurant Bar and Grill,4.8,39,2,"467 Rogers Ave, Brooklyn, NY 11225",11225
Gloria's,4,1157,1,"987 Nostrand Ave, Brooklyn, NY 11225",11225
Zanmi,4.3,814,2,"1206 Nostrand Ave, Brooklyn, NY 11225",11225
Yummy,3.9,120,,"1195 Flatbush Ave, Brooklyn, NY 11226",11226
Noula Restaurant,4.9,138,2,"5 Martense St, Brooklyn, NY 11226",11226
Melany Restaurant,3.8,563,1,"785 Flatbush Ave, Brooklyn, NY 11226",11226
Golden Krust Caribbean Restaurant,3.7,99,1,"1862 Nostrand Ave, Brooklyn, NY 11226",11226
PiCH Restaurant and Lounge,4.3,213,2,"774 Flatbush Ave, Brooklyn, NY 11226",11226
Bèl Nègès Restaurant,3.6,7,1,"2180 Bedford Ave, Brooklyn, NY 11226",11226
